"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","26","6","1","31.044750","0","338"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","5","1","276.501190","0","5522"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","819","1","1","1220.707642","0","98729"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","1","1","46.348885","0","442"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","6.564924","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","6.345006","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","271.417847","0","8064"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","24.900526","0","118"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","1","1","128.355606","0","1595"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","2","1","200.825867","0","2839"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","1","1","25.104280","0","106"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","0","21","1","1","32.299412","0","212"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","0","15","1","1","24.198431","0","134"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","82","1","1","170.061462","0","2469"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","82","1","1","150.628983","0","2555"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","1","1","34.250523","0","137"
"/Interchange/gltf/M_Unlit.M_Unlit","0","32","2","2","42.558167","0","301"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","1","1","210.226334","0","273"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","25.542324","0","118"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","30.791531","0","118"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","1","1","25.050856","0","107"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","1","1","25.477390","0","105"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","0","90","3","3","138.334625","0","1070"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","4","4","1132.781860","0","1342"
"/Interchange/gltf/M_Sheen.M_Sheen","0","112","4","4","199.836731","0","1466"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","8","8","1817.067017","0","2401"
"/Interchange/gltf/M_Opaque.M_Opaque","0","224","10","8","373.761169","0","2703"
"Globals","49","5067","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","1","1","6.626063","0","13"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","4","1","9.627010","0","17"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","29","6","89.470230","5","238"
"/OpenXR/Devices/M_XRController.M_XRController","49","42","3","3","80.131760","56","394"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","8.561158","0","7"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","49","120","18","3","234.257126","0","1536"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","7","1","37.707966","0","115"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","8.697145","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","3","1","9.511278","0","17"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","5","1","12.262050","0","20"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","40","8","472.965210","0","1736"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","1","1","6.205179","0","11"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","2","1","13.806197","0","31"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","4","1","23.997692","0","69"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","9.862434","0","9"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","4","1","54.254944","0","206"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","31","8","1341.841553","0","1107"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","2","1","8.183238","0","13"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","6","1","27.334118","0","61"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","8.599839","0","5"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","20","4","223.966171","0","835"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","11","4","618.411316","0","881"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","13","2","56.141113","0","164"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","2","1","27.434332","0","49"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","6","1","27.615082","0","60"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","6","1","26.856325","0","50"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","153","6","1","259.932648","0","3428"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","2","1","6.400898","0","11"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","49","14","5","1","27.387077","0","76"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","4","1","131.932739","0","114"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","49","6","1","1","13.012556","0","19"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","2","1","33.285057","0","62"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","49","25","6","1","39.953815","0","139"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","28.440699","0","63"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","49","204","8","1","515.107666","0","7078"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","49","21","1","1","37.838810","0","188"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","49","204","4","1","594.565063","0","4274"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","49","15","4","1","25.568377","0","63"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","8","1","52.687252","0","151"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","2","1","142.245697","0","379"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","4","1","25.948288","0","47"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","5","1","143.498245","0","518"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","11.652230","0","11"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","5","1","197.820068","0","1011"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","4","1","137.137436","0","323"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","8","1","132.381638","0","699"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","26.449823","0","71"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","13","2","77.272118","0","256"
"/ControlRig/M_Manip.M_Manip","49","9","9","1","14.309664","0","16"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","3","1","14.501331","0","25"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","8.643312","0","18"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","4","1","248.900269","0","2167"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","8.267348","0","21"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","8.717498","0","11"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","7.025067","0","4"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","4","1","51.474617","0","216"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","6","1","12.973069","0","8"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1044","9","1","1882.785645","0","71418"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","117","5","1","192.686188","0","1821"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","2","1","134.204636","0","369"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","26","6","1","37.034382","0","109"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","8","1","434.940002","0","1756"
