"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","0","14","1","1","33.954704","0","58"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","0","25","1","1","49.136375","0","181"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","1","1","50.685631","0","108"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","1","1","61.110889","0","323"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","445.350006","0","2970"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","38.726322","0","75"
"/Game/Materials/Playground/M_CN.M_CN","0","28","1","1","77.673370","0","204"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","8.514892","0","13"
"/Game/Materials/Bark01-_Main.Bark01-_Main","0","25","1","1","71.377838","0","153"
"/Game/Materials/Branch01-_main.Branch01-_main","0","23","1","1","66.662422","0","196"
"/Game/Materials/Branch02-main.Branch02-main","0","23","1","1","65.263329","0","149"
"/Game/Materials/Branch03-main.Branch03-main","0","23","1","1","63.634060","0","153"
"/Game/Materials/Branch04-main.Branch04-main","0","23","1","1","66.335297","0","198"
"/Game/VRTemplate/Maps/initialShadingGroup.initialShadingGroup","0","25","2","1","72.043114","0","220"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","23","1","1","67.582748","0","211"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","14","4","1","37.754154","0","101"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","1","1","206.384430","0","792"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","7","2","59.921585","0","307"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","1","1","320.613861","0","1319"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","0","15","1","1","35.238556","0","69"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","38.772369","0","80"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","37.468246","0","49"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","0","4","1","1","3.799966","0","13"
"/Game/Materials/M_glass.M_glass","0","31","1","1","47.375450","0","204"
"/Game/Materials/M_Bencharms.M_Bencharms","0","25","1","1","36.283691","0","139"
"/Game/Props/bin_red.bin_red","0","25","2","1","34.979721","0","97"
"/Game/Props/black.black","0","25","6","1","35.679501","0","119"
"/Game/Props/grey.grey","0","23","4","1","36.923405","0","129"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","28","6","1","29.022799","0","129"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","2","1","836.802490","0","33489"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","9","1","48.632107","0","238"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","8","1","49.631805","0","215"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","6","1","41.778580","0","134"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","8","1","51.611938","0","209"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","7","1","6.970243","0","11"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","4","1","9.834668","0","55"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","9","1","3030.278320","0","2435"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","1","1","10.093989","0","26"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","9","1","3079.180664","0","1331"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","3","1","7.903052","0","36"
"/ControlRig/M_Manip.M_Manip","0","9","9","1","7.262021","0","15"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","6","1","2853.816895","0","6"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","6.850002","0","10"
"/Game/Materials/Outline.Outline","0","6","6","1","8.184642","0","11"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","6","1","222.621964","0","337"
"Globals","49","5067","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","17.480240","0","6"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","2","1","19.948311","0","21"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","1","1","8.698124","0","19"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","1","1","21.400087","0","171"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","1","1","4.872314","0","19"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","1","1","6.862553","0","26"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","1","1","8.388667","0","34"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","1","1","6.645447","0","53"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","1","1","4.111354","0","13"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","15","1","1","18.657732","0","134"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","1","1","4.326644","0","19"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","37","1","1","58.833916","0","707"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","23","1","1","44.148849","0","289"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","1","1","6.704449","0","19"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","1","1","5.593599","0","19"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","1","1","159.968689","0","10268"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","1","1","4.980774","0","13"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","84","1","1","159.230621","0","3390"
"/Game/Materials/M_Benchseat.M_Benchseat","49","41","1","1","108.891151","0","901"
"/Game/Materials/M_Bin.M_Bin","49","41","1","1","102.232544","0","901"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","49","23","1","1","54.314919","0","298"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","49","25","1","1","32.737385","0","349"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","49","6","1","1","13.028758","0","24"
"/Game/Materials/M_glass.M_glass","49","31","1","1","61.385948","0","498"
"/Game/Materials/M_Bencharms.M_Bencharms","49","41","1","1","133.610001","0","901"
"/Game/Props/bin_red.bin_red","49","41","1","1","130.818695","0","850"
"/Game/Props/black.black","49","41","1","1","128.775421","0","901"
"/Game/Props/grey.grey","49","38","1","1","78.141228","0","732"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","37","1","1","61.557331","0","708"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","1","1","83.116119","0","1383"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","1","1","98.678413","0","1267"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","34.179348","0","426"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","1","1","103.950287","0","1335"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","1","1","8.446048","0","34"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","81","2","2","132.409180","0","2189"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","10.386491","0","53"
"/ControlRig/M_Manip.M_Manip","49","9","1","1","9.989627","0","53"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","6.974322","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","6","1","1","12.360577","0","26"
"/Game/Materials/Outline.Outline","49","6","1","1","5.593254","0","26"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","11.509695","0","26"
"/OpenXR/Devices/M_XRController.M_XRController","49","69","8","3","140.698212","0","602"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","7","6","67.205429","0","443"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","2929.238525","0","941"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","1","1","118.089951","0","2493"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","11.767426","0","64"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","154","7","1","239.742645","0","6768"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","3","1","1174.614502","0","110846"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","68","1","1","146.474487","0","1034"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","2","1","187.586334","0","4001"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","3","1","34.491188","0","89"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","6","1","1","12.959629","0","26"
"/Game/Materials/Playground/M_CN.M_CN","49","37","1","1","75.314911","0","342"
"/Game/Materials/Bark01-_Main.Bark01-_Main","49","41","1","1","101.472794","0","644"
"/Game/Materials/Branch01-_main.Branch01-_main","49","38","2","1","90.398453","0","440"
"/Game/Materials/Branch02-main.Branch02-main","49","38","4","1","99.440010","0","467"
"/Game/Materials/Branch03-main.Branch03-main","49","38","1","1","97.347374","0","682"
"/Game/Materials/Branch04-main.Branch04-main","49","38","1","1","101.285103","0","502"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","49","38","2","1","105.417862","0","445"
"/Game/VRTemplate/Maps/initialShadingGroup.initialShadingGroup","49","41","1","1","102.272308","0","698"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","49","23","1","1","58.451118","0","205"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","1","1","110.721207","0","1279"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","1","1","165.802902","0","1818"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","20.337702","0","105"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","25.522161","0","120"
"/Game/Materials/Leaf_Main.Leaf_Main","49","89","1","1","180.538101","0","1938"
"/Game/MegaScans/Ground.Ground","49","518","21","11","729.795898","96","8222"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","49","15","1","1","18.140167","0","123"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","49","21","1","1","27.605505","0","207"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","111.266937","0","231"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","2","2","41.890137","0","351"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","19.656605","0","87"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","19.968208","0","118"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","19.688623","0","88"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","17.451056","0","118"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","49","120","3","3","157.232819","0","1937"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","4","4","449.991974","0","1355"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","4","4","147.848404","0","1735"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","8","8","869.124084","0","2499"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","11","8","274.089783","0","3588"
